1	483	0.0742383
483	1673	0.52256
1673	480	0.220768
480	1	0.872546
480	1843	0.0804486
1843	481	0.458077
481	1	0
481	2207	0.641538
2207	482	0
482	1	0.9351
482	1840	0
1840	483	0.587234
2	486	0.522638
486	1673	0.216141
483	2	0.0881969
1840	484	0
484	2	0.593673
484	2208	0
2208	485	0.463168
485	2	0.0956011
485	1841	0.394013
1841	486	0.216162
3	489	0.230646
489	1673	0.441256
486	3	0.437593
1841	487	0.314442
487	3	0.231557
487	2228	0.247801
2228	488	0.0383849
488	3	0.368422
488	1842	0.0500046
1842	489	0.378346
4	480	0.781211
489	4	0.244915
1842	490	0.06498
490	4	0.711934
490	2227	0.0279367
2227	491	0.381491
491	4	0.121417
491	1843	0.413045
5	494	0.104818
494	1674	0.459515
1674	492	0.180715
492	5	0.375218
492	1841	0.220501
485	5	0.101998
2208	493	0
493	5	0.448828
493	1844	0
1844	494	0.661197
6	497	0.295851
497	1674	0.7444
494	6	1.86477e-05
1844	495	0
495	6	0.356845
495	2209	0
2209	496	0.138018
496	6	0
496	1845	0.0789895
1845	497	0.558342
7	1603	0.134297
1603	1804	0.322197
1804	1601	0.0499737
1601	7	0.130693
1601	2090	0.0210755
2090	1451	0.276044
1451	7	0.113549
1451	2345	0.408241
2345	1602	0.167963
1602	7	0.148052
1602	2128	0.219293
2128	1603	0.329714
8	492	0.251247
1674	500	0.895499
500	8	0.247854
500	1846	0.633913
1846	501	0.0357622
501	8	0.186749
501	2228	0.0343231
487	8	0.237258
9	504	6.33917e-08
504	1675	0.923163
1675	502	0.761406
502	9	0.313076
502	1845	0.560416
496	9	0.0017684
2209	503	0
503	9	0.368178
503	1847	0
1847	504	1.29863
10	507	0.759646
507	1675	0.000168968
504	10	0.229518
1847	505	0
505	10	0.875832
505	2210	0
2210	506	1.03377
506	10	0.227587
506	1848	0.91248
1848	507	1.35442e-05
11	510	0.303245
510	1675	1.43036
507	11	0.599398
1848	508	0.747019
508	11	0.278267
508	2230	0.485685
2230	509	0.0136457
509	11	0.476077
509	1849	0.003602
1849	510	1.02777
12	1592	0.190444
1592	1803	0.607166
1803	1598	0.0249918
1598	12	0.106601
1598	2127	0.0622169
2127	1599	0.635814
1599	12	0.225642
1599	1937	0.836687
1937	1588	0.0986243
1588	12	0.111137
1588	2124	0.0649658
2124	1592	0.451764
13	514	0.22602
514	1676	0.259981
1676	512	0.00438972
512	13	0.408464
512	1848	1.67003e-05
