51	164	2.75146
164	163	8263.66
163	51	3335.32
19	162	9137.43
162	164	2116.83
164	19	2.00326
52	163	1656.44
163	162	21.1468
162	52	15793.5
52	167	22338.4
167	166	14023.8
166	52	42.0008
3	165	1.33999
165	167	6107.09
167	3	0
50	166	0.0492581
166	165	10062.8
165	50	2823.48
50	170	2736.89
170	169	2103.87
169	50	8109.67
20	168	1577.77
168	170	2186.64
170	20	4731.4
51	169	10949.8
169	168	6457.13
168	51	2.92607
163	169	0.141613
166	163	13697.5
169	166	9944.5
54	173	263.527
173	172	4986.58
172	54	147.511
20	171	6886.76
171	173	0.421245
173	20	1126.45
55	172	0.0527732
172	171	2623
171	55	8563.68
55	176	8536.41
176	175	5.81537
175	55	3545.63
1	174	12030.4
174	176	10676.3
176	1	9930.67
53	175	2091.15
175	174	7841.66
174	53	9751.26
53	179	7901.09
179	178	2.32549
178	53	6582.09
18	177	0.000394665
177	179	4840.88
179	18	3770.04
54	178	4805.95
178	177	475.685
177	54	4.78506
172	178	1815.15
175	172	5728.9
178	175	2.37548
57	182	2948.85
182	181	0.0630759
181	57	7521.33
18	180	2336.52
180	182	880.8
182	18	3835
58	181	5789.1
181	180	3392.61
180	58	913.477
58	185	1107.89
185	184	6548.32
184	58	0.602028
2	183	3626.05
183	185	451.048
185	2	306.92
56	184	645.422
184	183	11.5037
183	56	3790.26
56	188	4718.71
188	187	911.749
187	56	0.00906455
19	186	874.024
186	188	1.07078
188	19	6734.41
57	187	6.13856
187	186	4934.76
186	57	1554.15
181	187	905.211
184	181	809.954
187	184	4750.4
186	189	0.24811
189	57	8909.92
164	186	6381.26
51	189	9579.47
189	164	2851.81
168	190	3325.48
190	51	3915.84
173	168	4668.56
54	190	4306.32
190	173	0.0345069
177	191	4358.55
191	54	0.0299574
182	177	0.494701
57	191	0
191	182	1471.88
189	191	3670.58
190	189	0
191	190	2322.07
60	194	1040.22
194	193	21974.8
193	60	6612.28
21	192	0
192	194	6231.09
194	21	1.82175
61	193	7643.65
193	192	0.000203186
192	61	0
61	197	0
197	196	7914.88
196	61	1.0068
4	195	20263.4
195	197	0.550191
197	4	0
59	196	2.61177
196	195	23050.1
195	59	10310.2
59	200	8155.9
200	199	169.95
199	59	1.13135
22	198	1198.36
198	200	2.64409
200	22	6902.35
60	199	0.484041
199	198	7283.63
198	60	1175.97
193	199	0.444158
196	193	21691.8
199	196	8958.57
62	203	1.11746
203	202	6493.7
202	62	845.764
22	201	6944.35
201	203	1256.16
203	22	466.332
63	202	1.93822
202	201	379.996
201	63	8105.83
63	205	6281.42
205	204	1925.29
204	63	560.72
176	205	3972.69
205	1	9864.59
55	204	0
204	176	6341
171	207	0.0863759
207	55	4298.65
20	206	1.48512
206	171	4350.37
62	207	5027.9
207	206	1025.53
206	62	0.00368638
202	207	31.7241
204	202	6564.08
207	204	1603.57
65	209	4107.71
209	208	1577.21
208	65	0.431682
170	209	0.0561062
209	20	4001.95
50	208	0.00327609
208	170	4619.51
165	211	7792.87
211	50	8163.67
3	210	0
210	165	9323.44
64	211	656.571
211	210	9840.7
210	64	0
64	214	0
214	213	2.23804
213	64	8001.39
21	212	5749.18
212	214	0.777576
214	21	0
65	213	1865.27
213	212	22838.9
212	65	4635.27
208	213	4814.9
211	208	1927.98
213	211	16515.1
212	215	1714.09
215	65	0.653237
194	212	22417.8
60	215	0.197314
215	194	5594.24
198	216	0.0293333
216	60	5687.65
203	198	6172.29
62	216	4720.32
216	203	2095.29
206	217	4376.6
217	62	1465.21
209	206	1151.36
65	217	1763.1
217	209	0
215	217	4844.51
216	215	1929.02
217	216	0.014601
67	220	3916.44
220	219	19618.6
219	67	1121.79
23	218	0
218	220	0.314666
220	23	4067.37
68	219	0.0374173
219	218	1764.8
218	68	0
68	223	0
223	222	2594.8
222	68	1625.86
5	221	22211.5
221	223	1.33278
223	5	0
66	222	0.615867
222	221	25640.2
