61	214	0
214	213	0.0886322
213	61	7887.77
13	212	36639.2
212	214	348.464
214	13	0
62	213	986.538
213	212	15914.2
212	62	20083.8
62	217	9264.34
217	216	10033.2
216	62	7913.44
16	215	6812.03
215	217	0.0170771
217	16	8632.72
60	216	127.876
216	215	5523.65
215	60	6798.71
60	220	8152.34
220	219	0.0201491
219	60	2870.69
5	218	0
218	220	5638.25
220	5	14299.3
61	219	1.25643
219	218	40965.6
218	61	0
213	219	11626.8
216	213	175.974
219	216	20180.6
64	223	8253.5
223	222	2326.53
222	64	27.4107
18	221	2155.62
221	223	5838.68
223	18	6307.04
65	222	64.7786
222	221	7216.16
221	65	1835.46
65	226	1751.18
226	225	0.0626231
225	65	6441.58
45	224	0.00472407
224	226	4722.35
226	45	1764.92
63	225	6426.87
225	224	2385.13
224	63	130.657
63	229	108.59
229	228	7849.1
228	63	1045.45
33	227	8330.48
227	229	1851.81
229	33	3.40382e-05
64	228	1138.34
228	227	0.05234
227	64	7899.26
222	228	7548.69
225	222	2200.83
228	225	12.9619
67	232	283.308
232	231	3642.38
231	67	3859.76
23	230	5157.38
230	232	1919.9
232	23	149.587
68	231	3194.08
231	230	67.3799
230	68	5758.68
68	235	6913.09
235	234	4794.39
234	68	15.2232
16	233	5290.02
233	235	110.077
235	16	9137.39
66	234	3.21392
234	233	4452.53
233	66	6054.83
66	238	6411.53
238	237	547.51
237	66	281.78
11	236	4120.88
236	238	0.21503
238	11	5589.41
67	237	136.186
237	236	5108.48
236	67	1836.58
231	237	161.539
234	231	3994.34
237	234	5392.43
70	241	1713.37
241	240	5995.43
240	70	5463.08
14	239	6359.73
239	241	2587.57
241	14	1515.26
71	240	5464.1
240	239	910.146
239	71	6629.76
71	244	10150
244	243	9764.04
243	71	263.196
13	242	28118.7
242	244	523.345
244	13	18912.4
69	243	109.778
243	242	6362.16
242	69	26980.7
69	247	25300.5
247	246	3689.96
246	69	208.675
6	245	0
245	247	11074
247	6	38667.9
70	246	3619.86
246	245	10583.3
245	70	1057.27
240	246	1976
243	240	5815.77
246	243	11616.1
73	249	3294.97
249	248	302.455
248	73	2608.62
232	249	3094.13
249	23	3385.09
67	248	1490.89
248	232	2639.04
236	251	1554.76
251	67	1995.04
11	250	1443.3
250	236	2443.86
72	251	876.762
251	250	2321.07
250	72	2411.81
