51	164	467.925
164	163	8126.83
163	51	2546.18
19	162	9163.01
162	164	479.679
164	19	204.561
52	163	995.629
163	162	653.765
162	52	12703.6
52	167	17052.9
167	166	25218.7
166	52	9.83914
3	165	8.30358e-07
165	167	26317.7
167	3	0
50	166	11005.2
166	165	44.1216
165	50	10889.5
50	170	9409.26
170	169	4261.74
169	50	2327.75
20	168	5288.5
168	170	5254.2
170	20	4484.36
51	169	6318.64
169	168	7226.31
168	51	2247.07
163	169	0.493608
166	163	12494.5
169	166	12217
54	173	6188.45
173	172	737.827
172	54	4209.37
20	171	3072.42
171	173	9058.39
173	20	2575.28
55	172	6396.5
172	171	6379.17
171	55	2698.06
55	176	0.0171385
176	175	6673.52
175	55	9176.74
1	174	72.0292
174	176	16279
176	1	1.62832
53	175	11479.9
175	174	0.149023
174	53	0.226461
53	179	2196.96
179	178	9223.58
178	53	836.277
18	177	7087.46
177	179	2012.04
179	18	1990.92
54	178	0.314927
178	177	738.545
177	54	7978.84
172	178	8561.34
175	172	0.323634
178	175	2060.09
57	182	0.125702
182	181	2.58186
181	57	9406.22
18	180	3862.38
180	182	11160.7
182	18	763.208
58	181	8219.65
181	180	1919
180	58	1913.34
58	185	28.5039
185	184	7465.25
184	58	145.253
2	183	3962.44
183	185	16.7979
185	2	191.244
56	184	0.00944046
184	183	312.001
183	56	3834.33
56	188	4592.78
188	187	32.8884
187	56	988.029
19	186	1130.76
186	188	1032.68
188	19	6012.42
57	187	1248
187	186	6813.79
186	57	13.0581
181	187	0.125654
184	181	364.272
187	184	6356.77
186	189	2863.3
189	57	9171.06
164	186	6394.34
51	189	7567.02
189	164	1017.01
168	190	8694.32
190	51	887.153
173	168	3894.49
54	190	0
190	173	5385.74
177	191	0.150853
191	54	3024.9
182	177	1108.49
57	191	1932.89
191	182	10888.2
189	191	7.76287
190	189	3960.6
191	190	10172.1
60	194	4433.33
194	193	20032.5
193	60	1415.38
21	192	0
192	194	5994.47
194	21	174.968
61	193	4307.36
193	192	6116.8
192	61	0
61	197	0
197	196	1348.41
196	61	2843.93
4	195	0.601026
195	197	6045.62
197	4	0
59	196	5264.67
196	195	15171.1
195	59	6141.08
59	200	1802.39
200	199	11050.3
199	59	6676.5
22	198	6957.38
198	200	7296.61
200	22	1428.97
60	199	8192.88
199	198	929.573
198	60	6057.23
193	199	8997.51
196	193	17566.7
199	196	1135
62	203	8522.81
203	202	0.804001
202	62	3999.87
22	201	109.51
201	203	9572.34
203	22	5252.29
63	202	7109.78
202	201	10477.9
201	63	0.533908
63	205	0.242894
205	204	4317.89
204	63	10641.8
176	205	24502.6
205	1	2.33171
55	204	13966
204	176	404.297
171	207	13222.4
207	55	2799.17
20	206	7385.33
206	171	3302.15
62	207	1.18136
207	206	1.99583
206	62	10207.4
202	207	14767.9
204	202	0.476131
207	204	0
65	209	1.64738
209	208	2581.38
208	65	12896.2
170	209	9660.99
209	20	885.128
50	208	13030.5
208	170	224.307
165	211	24730.5
211	50	43.8649
3	210	0
210	165	1.30927
64	211	0
211	210	0
210	64	0
64	214	0
214	213	0
213	64	1764.27
21	212	2.58862
212	214	1318.65
214	21	0
65	213	1284.73
213	212	24323.8
212	65	11.9667
208	213	0.959053
211	208	2351.15
213	211	24080.4
212	215	2142.04
215	65	12597.9
194	212	23703.1
60	215	9767.52
215	194	2327.37
198	216	8276.11
216	60	467.736
203	198	1115.76
62	216	1.26176
216	203	6789.54
206	217	1.37372
217	62	2439.32
209	206	2171.65
65	217	1719.98
217	209	10269.4
215	217	1.71616
216	215	5383.74
217	216	9625.47
67	220	3058.23
220	219	11868.8
219	67	207.614
23	218	0
218	220	162.897
220	23	2448.57
68	219	2047.5
219	218	8222.09
218	68	0
68	223	0
223	222	0.158197
222	68	7301.34
5	221	6310.47
221	223	3984.31
223	5	0
66	222	9779.49
222	221	8238.4
221	66	0.571827
66	226	0.662249
226	225	13167
225	66	9927.05
24	224	6796.32
224	226	13706.5
226	24	628.044
67	225	12465.5
225	224	8.4915
224	67	4406.76
219	225	10365.1
222	219	9968.83
225	222	84.0203
69	229	11492.8
229	228	0.76041
228	69	1916.88
24	227	0.716574
227	229	7284.31
229	24	8091.55
70	228	6127.42
228	227	13764.7
227	70	0.491499
70	231	0.409914
231	230	1410.69
230	70	14024.4
205	231	30128.7
231	1	0.875175
63	230	11981.7
230	205	3841.55
201	233	14695.1
233	63	4604.18
22	232	9997.31
232	201	5417.15
69	233	306.81
233	232	0.177057
232	69	12805.7
228	233	19481.5
230	228	0.561653
233	230	0.123993
72	235	944.777
235	234	106.918
234	72	14525
200	235	15107.9
235	22	2109.93
59	234	12066.3
234	200	4455.97
195	237	10051.8
237	59	1340.38
4	236	0
236	195	14154.9
71	237	1061.06
237	236	70.49
236	71	0
71	240	0
240	239	4012.61
239	71	0.0147872
23	238	0.00252144
238	240	712.515
240	23	0
72	239	0.00308978
239	238	14085.2
238	72	0.470143
234	239	3534.89
237	234	0.201539
239	237	12495.1
238	241	1166.15
241	72	15637.6
220	238	13515.5
67	241	14236.7
241	220	0.759361
224	242	16429.4
242	67	0.693173
229	224	0.737446
69	242	0.597469
242	229	5255.53
232	243	2548.05
243	69	0.174315
235	232	597.937
72	243	0.0512885
243	235	16904.6
241	243	0.729267
242	241	2642.92
243	242	18767.1
74	246	938.636
246	245	18667
245	74	0.0559853
25	244	0
244	246	83.7288
246	25	129.706
75	245	2282.2
245	244	175.826
244	75	0
75	249	0
249	248	0.00040278
248	75	5046.01
6	247	0
247	249	2387
249	6	0
73	248	4195.49
248	247	17074.2
247	73	2032.37
73	252	2372.86
252	251	7632.55
251	73	8844.5
26	250	4531.71
250	252	14494.5
252	26	2290.72
74	251	13855.2
251	250	0.58267
250	74	2007.79
245	251	2499.68
248	245	16145.1
251	248	3483.43
76	255	11497.9
255	254	0.592934
254	76	266.126
26	253	0.491173
253	255	5908.47
255	26	9494.12
77	254	3439.88
254	253	12292.7
253	77	0.952315
77	257	0
257	256	347.517
256	77	14753.4
231	257	25189
257	1	2227.98
70	256	11263.4
256	231	5133.83
227	259	12108.7
259	70	6115.1
24	258	9183.34
258	227	7272.28
76	259	2094.56
259	258	0.30758
258	76	11497.7
254	259	14930.9
256	254	0.278339
259	256	0.148885
79	261	1877.26
261	260	0.27191
260	79	16580
226	261	17487.8
261	24	4079.35
66	260	14483
260	226	9061.86
221	263	13337.7
263	66	5541.1
5	262	0
262	221	0.690003
78	263	464.774
263	262	3170.61
262	78	0
78	266	0
266	265	3934.73
265	78	2131.04
25	264	0.00134914
264	266	0.00407618
266	25	0
79	265	0.75357
265	264	19846.3
264	79	656.809
260	265	6262.37
263	260	0.491437
265	263	17716.2
264	267	5.81088
267	79	16498.4
246	264	19780.5
74	267	15412
267	246	0.190772
250	268	17014.7
268	74	0.347716
255	250	0.519415
76	268	0.440257
268	255	3894.86
258	269	3813.7
269	76	0.288232
261	258	757.211
79	269	300.556
269	261	18312.7
267	269	499.413
268	267	1038.64
269	268	19718.7
81	272	0.940589
272	271	7774.01
271	81	1443.32
27	270	0
270	272	961.466
272	27	132.974
82	271	2125.61
271	270	0.345103
270	82	0
82	275	0
275	274	8769.45
274	82	0.322071
7	273	0.25183
273	275	18120.6
275	7	0
80	274	5024.2
274	273	4032.34
273	80	5598.23
80	278	2377.84
278	277	3366.67
277	80	4976.08
28	276	2677.4
276	278	13354.9
278	28	1589.21
81	277	7826.71
277	276	1192.45
276	81	669.363
271	277	15.6923
274	271	7904.48
277	274	4523.58
83	281	14842.8
281	280	31.6923
280	83	424.476
28	279	1548.61
279	281	5097.19
281	28	12601.7
84	280	3781.6
280	279	13553.8
279	84	1694.6
84	283	0.0516909
283	282	1333.64
282	84	10318.2
257	283	19501.3
283	1	941.781
77	282	9253.86
282	257	3261.91
253	285	10942.3
285	77	8471.04
26	284	9032.98
284	253	7177.94
83	285	4630.32
285	284	386.163
284	83	12581.8
280	285	14815.3
282	280	0.0138944
285	282	0.0627836
86	287	2435.05
287	286	2525.69
286	86	6507.36
252	287	12000.1
287	26	4651.08
73	286	6927.49
286	252	10228.5
247	289	9207.55
289	73	6421.76
6	288	0
288	247	10825.2
85	289	4451.01
289	288	0.000192685
288	85	0
85	292	0
292	291	12533
291	85	0.000330133
27	290	2223.54
290	292	0.557949
292	27	0
86	291	2373.83
291	290	8561.59
290	86	547.989
286	291	10965.3
289	286	0.0939278
291	289	10933
290	293	759.611
293	86	8076.09
272	290	7455.17
81	293	8528.17
293	272	920.018
276	294	14361.6
294	81	600.371
281	276	869.01
83	294	1115.66
294	281	1200.38
284	295	2900.11
295	83	810.589
287	284	1982.6
86	295	419.557
295	287	13781.7
293	295	1620.9
294	293	110.697
295	294	14469
88	298	624.641
298	297	28830.7
297	88	0
29	296	0
296	298	0
298	29	0.458288
89	297	1400.42
297	296	565.579
296	89	0
89	301	0
301	300	49.418
300	89	254.514
8	299	305.886
299	301	154.973
301	8	0
87	300	3214.44
300	299	23572.6
299	87	147.361
87	304	590.272
304	303	6328.6
303	87	22409
30	302	5223.47
302	304	15456
304	30	0.217993
88	303	25538.2
303	302	0.0900835
302	88	2877.89
297	303	2548.48
300	297	27314.2
303	300	256.058
90	307	9520.3
307	306	159.723
306	90	2198.33
30	305	201.375
305	307	6145.95
307	30	7695.25
91	306	6279.07
306	305	11116.4
305	91	0.408506
91	309	0.288917
309	308	4284.85
308	91	8845.66
283	309	22027.7
309	1	2832.58
84	308	12323.7
308	283	253.949
279	311	12054.7
311	84	3556.44
28	310	6306.72
310	279	9063.44
90	311	148.041
311	310	21.2347
310	90	10389
306	311	14337
308	306	0.0813974
311	308	0.183392
93	313	3664.83
313	312	6434.01
312	93	21739.4
278	313	8255.11
313	28	10407.3
80	312	10369.3
312	278	10295.8
273	315	24800.5
315	80	646.443
7	314	0
314	273	763.325
92	315	0
315	314	14259.4
314	92	0
92	318	0
318	317	0.0251104
317	92	72.9824
29	316	0.265885
316	318	0
318	29	0
93	317	219.349
317	316	27061.9
316	93	1305.38
312	317	0.315742
315	312	15253.2
317	315	27197.8
316	319	0
319	93	24562.8
298	316	28194.2
88	319	26349.4
319	298	646.899
302	320	17176.5
320	88	327.183
307	302	377.228
90	320	342.57
320	307	3676.08
310	321	5520.6
321	90	4.69265
313	310	1559.11
93	321	0.315457
321	313	15989
319	321	2750.01
320	319	876.84
321	320	18621.2
95	324	666.019
324	323	22867.6
323	95	88.1014
31	322	0
322	324	0.477723
324	31	72.4389
96	323	5853.28
323	322	1045.6
322	96	0
96	327	0
327	326	3862.51
326	96	202.714
9	325	957.232
325	327	3756.23
327	9	0
94	326	4420.35
326	325	10794.8
325	94	1504.08
94	330	745.784
330	329	9533.04
329	94	13271.7
32	328	3667.13
328	330	12969
330	32	1213.67
